,Epoch,Mixup Layers,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
0,0,"[4, 6, 8, 0, 1, 9, 2, 1, 2, 6, 7, 1]",0.769740104675293,10.000000149011612,0.7697402636210123,10.000000894069672
1,1,"[2, 8, 3, 6, 9, 6, 3, 8, 0, 3, 6, 3]",0.7847710450490316,9.999999403953552,0.7847685019175211,9.999999403953552
2,2,"[0, 6, 0, 4, 4, 4, 8, 9, 4, 8, 2, 3]",0.7935012976328532,10.104166716337204,0.7934600512186686,10.116667300462723
3,3,"[9, 2, 6, 1, 6, 8, 9, 2, 0, 2, 8, 6]",0.7244298458099365,19.166667759418488,0.7248009840647379,19.25000250339508
4,4,"[1, 4, 7, 0, 9, 4, 4, 2, 9, 4, 0, 9]",0.6548753976821899,36.72916889190674,0.6559302012125651,36.7166668176651
5,5,"[3, 9, 2, 1, 1, 0, 8, 6, 0, 0, 4, 2]",0.6098429361979166,38.45833241939545,0.6112728516260783,38.499996066093445
6,6,"[4, 4, 1, 8, 0, 2, 9, 7, 4, 0, 0, 2]",0.5967028935750326,36.43749952316284,0.5983221928278605,36.2166702747345
7,7,"[3, 4, 9, 1, 6, 7, 4, 6, 8, 4, 7, 0]",0.5505686203638712,52.416664361953735,0.551745613416036,52.149999141693115
8,8,"[9, 8, 4, 3, 1, 7, 6, 0, 7, 8, 0, 3]",0.547994335492452,52.08333134651184,0.5491976737976074,52.21666693687439
9,9,"[8, 4, 1, 6, 7, 2, 2, 1, 1, 7, 7, 3]",0.5458288590113322,51.81249976158142,0.54691481590271,51.766663789749146
10,10,"[7, 7, 2, 2, 0, 2, 2, 8, 3, 0, 4, 9]",0.5491471687952677,51.541668176651,0.5502341985702515,51.583331823349
11,11,"[3, 6, 6, 1, 1, 4, 9, 7, 3, 8, 4, 8]",0.546754519144694,50.458329916000366,0.5475926001866659,50.54999589920044
12,12,"[7, 1, 2, 8, 3, 7, 0, 3, 7, 7, 7, 9]",0.5463194847106934,50.93750357627869,0.5473671356836954,50.950002670288086
13,13,"[2, 0, 1, 9, 3, 4, 7, 3, 4, 9, 8, 0]",0.5557390848795573,52.125000953674316,0.5570682684580485,52.03333497047424
14,14,"[0, 7, 3, 6, 3, 8, 2, 8, 3, 8, 6, 4]",0.5486765305201212,52.895838022232056,0.5498799482981364,52.83333659172058
15,15,"[7, 3, 8, 2, 8, 9, 7, 6, 2, 2, 0, 9]",0.551448384920756,52.31249928474426,0.5526955922444662,52.35000252723694
16,16,"[1, 8, 4, 3, 1, 2, 9, 9, 2, 9, 2, 8]",0.5550961097081503,52.250003814697266,0.5563592513402303,52.133339643478394
17,17,"[7, 2, 2, 6, 2, 6, 7, 6, 1, 7, 8, 4]",0.5461954673131307,52.20833420753479,0.5473052660624186,52.16667056083679
18,18,"[8, 0, 3, 0, 7, 6, 2, 0, 8, 9, 6, 8]",0.5513655742009481,51.04166269302368,0.5524559815724691,51.08333230018616
19,19,"[6, 6, 2, 4, 8, 2, 2, 3, 2, 7, 3, 9]",0.5538894335428873,51.77083611488342,0.5551197131474813,51.81666612625122
20,20,"[8, 1, 7, 9, 0, 6, 0, 9, 7, 6, 9, 0]",0.5560322205225626,52.35416293144226,0.5573373635609945,52.30000019073486
21,21,"[7, 1, 1, 9, 6, 4, 9, 6, 3, 4, 6, 0]",0.5514245430628458,52.95833349227905,0.5526595115661621,53.01666855812073
22,22,"[0, 0, 4, 6, 7, 7, 2, 9, 3, 3, 2, 0]",0.5498286485671997,51.83333158493042,0.5508846441904703,51.84999704360962
23,23,"[2, 1, 9, 8, 7, 6, 9, 3, 0, 2, 3, 0]",0.5538303057352701,51.18749737739563,0.5549086332321167,51.149994134902954
24,24,"[8, 6, 7, 1, 7, 8, 1, 9, 1, 4, 0, 2]",0.5495530366897583,51.395827531814575,0.5505690574645996,51.43333077430725
25,25,"[9, 1, 2, 9, 0, 6, 3, 7, 6, 7, 2, 6]",0.5438718795776367,51.895833015441895,0.5448059638341268,51.96666717529297
26,26,"[3, 9, 1, 9, 2, 7, 8, 9, 7, 1, 8, 8]",0.5488314231236776,51.729172468185425,0.5500241915384928,51.73333287239075
27,27,"[1, 8, 2, 3, 9, 2, 6, 8, 7, 6, 7, 2]",0.545662522315979,52.20833420753479,0.5467581748962402,52.21666097640991
28,28,"[7, 2, 9, 1, 3, 6, 3, 0, 3, 2, 2, 2]",0.5494340658187866,51.81249380111694,0.5505682627360026,51.74999237060547
29,29,"[7, 0, 6, 4, 9, 4, 3, 7, 4, 9, 7, 0]",0.5507541100184122,51.39583349227905,0.551967978477478,51.46666765213013
30,30,"[8, 8, 0, 9, 2, 2, 3, 8, 6, 4, 2, 6]",0.5467313130696615,53.24999690055847,0.5479238430658976,53.1333327293396
31,31,"[7, 6, 1, 1, 0, 3, 7, 0, 8, 3, 7, 0]",0.5444260835647583,51.729172468185425,0.545340339342753,51.73333287239075
32,32,"[7, 0, 6, 9, 0, 8, 6, 9, 0, 0, 8, 9]",0.5555646816889445,51.56250596046448,0.5567330519358317,51.58333778381348
33,33,"[8, 8, 0, 8, 2, 1, 8, 0, 2, 6, 4, 8]",0.547614574432373,51.41666531562805,0.5488344033559164,51.46666765213013
34,34,"[1, 0, 8, 6, 6, 9, 8, 1, 1, 3, 8, 9]",0.5510791540145874,52.16667056083679,0.5523666540781657,52.000004053115845
35,35,"[0, 6, 0, 6, 3, 7, 3, 0, 7, 8, 7, 9]",0.5517967542012533,51.33333206176758,0.5528874397277832,51.2999951839447
36,36,"[7, 9, 9, 8, 1, 0, 7, 7, 9, 4, 2, 0]",0.5556661685307821,52.416664361953735,0.5569364627202352,52.33333110809326
37,37,"[4, 9, 7, 8, 6, 7, 8, 9, 2, 9, 0, 8]",0.5549747149149576,52.8541624546051,0.5563085476557413,52.74999737739563
38,38,"[1, 4, 0, 4, 1, 7, 0, 0, 1, 9, 2, 1]",0.5529609123865763,51.604169607162476,0.5541268587112427,51.66666507720947
39,39,"[3, 8, 7, 1, 9, 7, 7, 4, 0, 6, 9, 8]",0.5484965642293295,52.22917199134827,0.5496338208516439,52.20000743865967
40,40,"[2, 1, 1, 8, 7, 4, 8, 0, 7, 4, 1, 4]",0.5453727642695109,52.37500071525574,0.5464551448822021,52.46666669845581
41,41,"[2, 4, 7, 9, 9, 3, 2, 2, 2, 8, 4, 3]",0.5488102038701376,51.5625,0.5499730507532755,51.5333354473114
42,42,"[4, 0, 0, 7, 9, 7, 8, 0, 8, 3, 1, 8]",0.5523243347803751,52.04167366027832,0.5537333091100057,52.05000638961792
43,43,"[0, 7, 0, 7, 3, 8, 4, 7, 8, 3, 0, 2]",0.5464181502660116,51.875001192092896,0.5475654204686483,51.95000171661377
44,44,"[8, 3, 1, 9, 1, 4, 0, 2, 6, 3, 4, 3]",0.5500057538350424,52.000004053115845,0.5511114994684855,52.05000638961792
45,45,"[6, 4, 2, 6, 2, 1, 3, 6, 9, 0, 3, 3]",0.5470319191614786,51.499998569488525,0.5480587482452393,51.516664028167725
46,46,"[9, 0, 8, 6, 1, 4, 2, 0, 7, 3, 2, 9]",0.5487368504206339,51.895833015441895,0.5497019290924072,51.883333921432495
47,47,"[6, 7, 2, 1, 4, 8, 8, 2, 1, 2, 7, 1]",0.550939122835795,51.625001430511475,0.5520508686701456,51.73333287239075
48,48,"[7, 0, 4, 6, 3, 0, 4, 0, 7, 4, 9, 2]",0.5491847991943359,52.83333659172058,0.5503464937210083,52.83333659172058
49,49,"[6, 7, 1, 9, 1, 1, 0, 6, 4, 2, 4, 3]",0.5468347867329916,53.104168176651,0.5479333400726318,53.1000018119812
50,50,"[2, 2, 6, 6, 9, 7, 7, 6, 0, 4, 7, 3]",0.5431689023971558,52.541667222976685,0.5442677736282349,52.533334493637085
51,51,"[6, 4, 2, 1, 7, 3, 2, 4, 0, 9, 1, 4]",0.5454807678858439,52.74999737739563,0.546585202217102,52.716660499572754
52,52,"[3, 9, 1, 6, 2, 4, 2, 8, 4, 6, 9, 4]",0.5438782374064127,53.083330392837524,0.5449747244517008,53.083330392837524
53,53,"[4, 0, 8, 7, 7, 9, 6, 7, 6, 9, 4, 7]",0.5493946075439453,53.52082848548889,0.5506999492645264,53.49999666213989
54,54,"[1, 1, 4, 0, 8, 8, 1, 6, 9, 8, 2, 8]",0.5526396830876669,52.20832824707031,0.5539551973342896,52.13332772254944
55,55,"[8, 4, 2, 1, 4, 0, 4, 8, 6, 7, 2, 6]",0.5473113059997559,53.27083468437195,0.5485886732737223,53.300005197525024
56,56,"[8, 3, 4, 1, 1, 7, 8, 3, 2, 3, 8, 4]",0.5471388498942057,52.60416865348816,0.548392653465271,52.46666669845581
57,57,"[8, 8, 6, 7, 3, 6, 8, 8, 7, 2, 2, 6]",0.5419134696324667,52.06250548362732,0.5430646340052286,52.000004053115845
58,58,"[0, 7, 2, 3, 2, 7, 8, 3, 7, 7, 3, 2]",0.5471857388814291,52.812498807907104,0.5484633048375448,52.73333191871643
59,59,"[1, 9, 9, 4, 3, 6, 1, 6, 0, 6, 0, 0]",0.5492703517278036,52.270835638046265,0.5504507621129354,52.30000615119934
60,60,"[7, 9, 6, 7, 8, 4, 1, 1, 7, 6, 4, 1]",0.5463081995646158,52.29167342185974,0.5472797552744547,52.45000720024109
61,61,"[6, 1, 1, 6, 7, 8, 3, 7, 4, 2, 0, 8]",0.550240953763326,52.166664600372314,0.5515246391296387,52.20000147819519
62,62,"[6, 2, 6, 1, 2, 6, 4, 6, 9, 8, 8, 9]",0.5487683614095052,51.93749666213989,0.5499230225880941,51.916664838790894
63,63,"[3, 6, 8, 1, 9, 9, 6, 8, 9, 2, 2, 2]",0.5504037539164225,52.35416889190674,0.5516130129496256,52.23333239555359
64,64,"[1, 8, 2, 8, 3, 8, 4, 8, 6, 2, 1, 4]",0.5459243456522623,52.000004053115845,0.547020157178243,51.95000171661377
65,65,"[3, 8, 7, 7, 2, 7, 4, 4, 9, 0, 6, 1]",0.5462170044581095,52.95833945274353,0.5473711093266805,52.81667113304138
66,66,"[0, 3, 2, 4, 8, 7, 1, 9, 0, 0, 9, 1]",0.5524227221806844,52.18749642372131,0.5536065498987833,52.166664600372314
67,67,"[7, 4, 4, 7, 2, 2, 6, 7, 9, 4, 3, 3]",0.5474750598271688,52.08333730697632,0.5484416882197062,52.133339643478394
68,68,"[3, 4, 4, 0, 1, 2, 8, 1, 3, 6, 3, 4]",0.5500046014785767,53.31249237060547,0.5512288808822632,53.16665768623352
69,69,"[1, 7, 3, 1, 8, 4, 1, 8, 3, 9, 0, 2]",0.5557734568913778,52.291661500930786,0.557085394859314,52.133333683013916
70,70,"[3, 7, 3, 0, 0, 7, 2, 8, 8, 1, 7, 9]",0.5504957437515259,51.14583373069763,0.5517493486404419,51.18333697319031
71,71,"[4, 9, 0, 3, 4, 1, 7, 4, 7, 8, 4, 6]",0.544621745745341,52.87500023841858,0.5457348426183065,52.799999713897705
72,72,"[4, 2, 4, 1, 0, 9, 3, 1, 1, 4, 9, 0]",0.551483670870463,51.70833468437195,0.5524641672770182,51.8166720867157
73,73,"[0, 3, 6, 8, 2, 6, 6, 0, 9, 7, 7, 3]",0.5514136552810669,52.395832538604736,0.552627166112264,52.30000019073486
74,74,"[4, 1, 6, 2, 1, 0, 0, 8, 1, 2, 8, 4]",0.5517264604568481,51.91667079925537,0.5529435475667318,51.91667079925537
75,75,"[6, 4, 9, 4, 3, 3, 2, 6, 0, 1, 2, 7]",0.5446589390436808,52.22916603088379,0.5456239779790243,52.30000019073486
76,76,"[7, 3, 4, 8, 2, 0, 1, 8, 1, 1, 3, 6]",0.5506387948989868,51.33333206176758,0.5516624450683594,51.2999951839447
77,77,"[1, 8, 4, 0, 6, 4, 7, 1, 4, 9, 9, 7]",0.5502793391545614,52.18749642372131,0.5514695644378662,52.20000147819519
78,78,"[6, 0, 0, 4, 3, 3, 8, 6, 1, 1, 9, 3]",0.5534710884094238,52.41667032241821,0.5547616879145304,52.36666798591614
79,79,"[7, 2, 0, 9, 2, 3, 4, 3, 6, 0, 8, 6]",0.5476817687352499,52.562499046325684,0.5489146709442139,52.399998903274536
80,80,"[4, 6, 0, 0, 7, 4, 6, 9, 0, 1, 2, 1]",0.5489952166875204,51.91667079925537,0.5500829219818115,51.91667079925537
81,81,"[2, 6, 1, 9, 0, 3, 9, 7, 1, 7, 8, 1]",0.5494635502497355,51.79166793823242,0.5505115191141764,51.883333921432495
82,82,"[3, 9, 3, 3, 3, 7, 3, 4, 8, 6, 4, 1]",0.5461562474568685,52.520835399627686,0.5472862720489502,52.549999952316284
83,83,"[1, 8, 7, 9, 8, 1, 6, 8, 3, 9, 1, 0]",0.5482591390609741,51.624995470047,0.5493851105372111,51.68333053588867
84,84,"[6, 6, 7, 8, 2, 7, 2, 9, 2, 4, 6, 0]",0.5467098156611124,52.54166126251221,0.5478574434916178,52.46666073799133
85,85,"[2, 3, 6, 3, 0, 9, 3, 6, 2, 8, 0, 1]",0.5473359028498331,51.70833468437195,0.5484010378519694,51.766663789749146
86,86,"[0, 4, 3, 2, 6, 3, 6, 4, 1, 7, 7, 1]",0.5471314986546835,52.43750214576721,0.5481836398442587,52.36666798591614
87,87,"[8, 4, 6, 0, 3, 1, 9, 7, 2, 9, 2, 7]",0.5502966642379761,52.937501668930054,0.5515005985895792,52.900004386901855
88,88,"[9, 3, 4, 3, 4, 2, 7, 8, 1, 9, 7, 7]",0.5514729817708334,52.37500071525574,0.5527360439300537,52.38333344459534
89,89,"[8, 0, 1, 1, 1, 8, 1, 8, 4, 7, 1, 7]",0.5521903038024902,52.020829916000366,0.5534548759460449,51.94999575614929
90,90,"[2, 8, 6, 6, 7, 4, 8, 7, 7, 4, 9, 6]",0.5455082257588705,51.95834040641785,0.5466666221618652,52.016669511795044
91,91,"[7, 0, 7, 6, 6, 3, 2, 4, 0, 4, 2, 8]",0.5443572998046875,52.06250548362732,0.5454100767771403,52.11666822433472
92,92,"[7, 4, 2, 7, 4, 6, 3, 7, 6, 1, 9, 2]",0.543697198232015,51.29166841506958,0.5445026954015096,51.483333110809326
93,93,"[9, 7, 3, 9, 8, 6, 1, 1, 1, 0, 1, 1]",0.5504321654637655,50.999999046325684,0.5513210693995158,51.05000138282776
94,94,"[8, 3, 1, 1, 8, 1, 2, 4, 2, 2, 1, 3]",0.5533100366592407,51.97916626930237,0.5544383525848389,51.8500030040741
95,95,"[3, 6, 1, 2, 6, 7, 1, 4, 1, 6, 6, 6]",0.5445734262466431,52.77082920074463,0.5456931591033936,52.8499960899353
96,96,"[7, 1, 3, 2, 7, 6, 1, 0, 9, 9, 9, 4]",0.5526644388834635,52.020835876464844,0.5537683566411337,51.966673135757446
97,97,"[1, 0, 6, 0, 0, 9, 9, 4, 3, 9, 8, 2]",0.5546476443608602,51.145827770233154,0.5557398001352946,51.149994134902954
98,98,"[9, 3, 6, 7, 2, 6, 4, 2, 3, 1, 8, 6]",0.5481319824854533,52.270835638046265,0.5492705901463827,52.23333239555359
99,99,"[0, 3, 1, 7, 9, 2, 2, 9, 4, 6, 6, 1]",0.545970598856608,52.666670083999634,0.5470453103383383,52.633339166641235
100,100,"[6, 9, 1, 0, 8, 3, 1, 2, 8, 4, 1, 6]",0.5460313558578491,51.70833468437195,0.54694132010142,51.71666741371155
101,101,"[1, 8, 4, 8, 0, 0, 1, 6, 4, 3, 0, 0]",0.5519345998764038,51.68749690055847,0.5531137386957804,51.81666612625122
102,102,"[9, 6, 1, 9, 6, 0, 9, 9, 1, 3, 6, 1]",0.5488123893737793,51.875001192092896,0.5498210986455282,51.899999380111694
103,103,"[1, 6, 4, 0, 9, 3, 1, 3, 6, 9, 4, 7]",0.5476619402567545,51.95833444595337,0.5487039486567179,52.03333497047424
104,104,"[0, 7, 0, 8, 4, 7, 3, 7, 7, 7, 9, 4]",0.5457092523574829,52.50000357627869,0.5468495686848959,52.516669034957886
105,105,"[1, 0, 0, 3, 2, 2, 8, 8, 2, 4, 7, 3]",0.5429499546686808,52.97916531562805,0.5440439383188883,53.01666855812073
106,106,"[9, 3, 7, 2, 9, 7, 3, 8, 8, 7, 0, 4]",0.549057682355245,52.89583206176758,0.5503374735514323,52.799999713897705
107,107,"[3, 6, 9, 2, 4, 3, 0, 2, 4, 8, 9, 1]",0.552224357922872,52.45833992958069,0.5534612735112509,52.31667160987854
108,108,"[2, 0, 3, 1, 3, 2, 3, 7, 6, 7, 3, 8]",0.5492485761642456,52.47916579246521,0.5504918098449707,52.35000252723694
109,109,"[7, 8, 6, 3, 0, 3, 3, 7, 2, 6, 8, 0]",0.5477538506189982,52.89583206176758,0.5490256547927856,52.76666879653931
110,110,"[4, 6, 4, 4, 1, 3, 0, 0, 2, 7, 1, 1]",0.550230860710144,52.12499499320984,0.5512982209523519,52.183330059051514
111,111,"[4, 0, 3, 1, 8, 7, 4, 2, 6, 0, 2, 0]",0.5486194292704264,51.45832896232605,0.5495742559432983,51.499998569488525
112,112,"[1, 6, 4, 1, 3, 9, 7, 2, 6, 2, 7, 7]",0.5453235705693563,52.145832777023315,0.5463576316833496,52.149999141693115
113,113,"[0, 9, 3, 3, 4, 9, 8, 1, 0, 2, 6, 4]",0.5448398590087891,51.81249976158142,0.5457129875818888,51.883333921432495
114,114,"[4, 1, 2, 3, 3, 7, 2, 2, 9, 9, 1, 0]",0.5515803098678589,51.5625,0.5526448488235474,51.70000195503235
115,115,"[1, 1, 6, 1, 1, 3, 6, 6, 8, 4, 7, 4]",0.5429282188415527,52.43750214576721,0.5438978672027588,52.399998903274536
116,116,"[6, 4, 1, 2, 7, 6, 4, 2, 9, 6, 8, 1]",0.5456104278564453,53.66666913032532,0.5467734734217325,53.54999899864197
117,117,"[1, 4, 6, 7, 7, 7, 4, 4, 4, 0, 9, 9]",0.5493430693944296,52.45832800865173,0.550439198811849,52.449995279312134
118,118,"[0, 0, 1, 2, 2, 4, 6, 4, 4, 8, 2, 3]",0.5486996571222941,52.60416865348816,0.5498652458190918,52.55000591278076
119,119,"[8, 2, 7, 7, 3, 6, 2, 4, 7, 2, 4, 8]",0.5451831817626953,53.95832657814026,0.5464539527893066,53.849995136260986
120,120,"[1, 1, 8, 2, 0, 1, 9, 4, 8, 9, 8, 7]",0.5511711438496908,52.47917175292969,0.5524576505025228,52.350008487701416
121,121,"[9, 4, 7, 8, 8, 9, 1, 6, 8, 3, 1, 7]",0.5484218597412109,51.04166865348816,0.5494600137074789,51.01667046546936
122,122,"[4, 3, 0, 8, 1, 4, 2, 4, 8, 6, 3, 3]",0.5474758148193359,52.270835638046265,0.5486089785893759,52.266669273376465
123,123,"[6, 0, 4, 4, 6, 6, 3, 0, 3, 4, 0, 1]",0.5494672060012817,52.395832538604736,0.5505998929341634,52.449995279312134
124,124,"[4, 9, 8, 0, 6, 2, 3, 3, 9, 0, 7, 9]",0.5513368844985962,52.916669845581055,0.5525671243667603,52.85000205039978
125,125,"[8, 2, 3, 4, 2, 1, 2, 1, 3, 2, 7, 8]",0.5479769309361776,51.83333158493042,0.5490594307581583,51.78333520889282
126,126,"[9, 1, 0, 3, 3, 1, 4, 4, 0, 1, 8, 9]",0.5525471369425455,52.45833396911621,0.5537457466125488,52.533334493637085
127,127,"[1, 7, 1, 6, 3, 2, 2, 4, 6, 0, 0, 4]",0.5486939748128256,52.47916579246521,0.5497604608535767,52.433329820632935
128,128,"[0, 3, 6, 9, 9, 4, 7, 1, 3, 0, 1, 4]",0.5474740266799927,51.81249976158142,0.5484032233556112,51.83333158493042
129,129,"[4, 8, 7, 7, 9, 0, 3, 4, 9, 9, 4, 2]",0.5492504835128784,52.10416913032532,0.5503166516621908,52.233338356018066
130,130,"[9, 1, 8, 1, 8, 0, 4, 8, 4, 0, 8, 7]",0.5491967598597208,51.875001192092896,0.5503480831782023,51.93333029747009
131,131,"[6, 3, 3, 2, 7, 9, 4, 6, 9, 6, 9, 9]",0.5541524887084961,52.79166102409363,0.5554030338923136,52.76666283607483
132,132,"[0, 9, 1, 7, 8, 7, 8, 7, 1, 0, 8, 4]",0.5508066415786743,52.395832538604736,0.5521126588185629,52.24999785423279
133,133,"[4, 6, 2, 2, 2, 0, 9, 1, 6, 8, 6, 2]",0.55006476243337,52.49999761581421,0.5513397057851156,52.51666307449341
